epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
44,5839.96,1.2699,0.87969,0.99759,0.61144,0.48223,0.51603,0.31064,1.26164,0.89615,1.01264,0.024374,0.00812468,0.024374,0.00812468,0.024374,0.00812468,0.024374,0.00812468
45,5973.35,1.2629,0.87591,0.99342,0.60379,0.48794,0.51549,0.31023,1.25726,0.89715,1.01006,0.0241283,0.00804277,0.0241283,0.00804277,0.0241283,0.00804277,0.0241283,0.00804277
46,6107.42,1.26245,0.87394,0.99464,0.59229,0.49606,0.51864,0.31418,1.25459,0.89159,1.01029,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954
47,6240.81,1.25872,0.86885,0.99267,0.60838,0.49229,0.52092,0.3145,1.25561,0.89304,1.00907,0.0236251,0.00787503,0.0236251,0.00787503,0.0236251,0.00787503,0.0236251,0.00787503
48,6375.15,1.26246,0.87093,0.99445,0.6044,0.48833,0.52021,0.31475,1.25411,0.89108,1.00805,0.0233679,0.00778929,0.0233679,0.00778929,0.0233679,0.00778929,0.0233679,0.00778929
49,127.633,1.26062,0.86453,0.99243,0.60732,0.49844,0.52882,0.31921,1.25008,0.88123,1.00807,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234
50,253.922,1.25493,0.85826,0.99135,0.60623,0.49981,0.52732,0.31984,1.25075,0.88328,1.00539,0.0228427,0.00761423,0.0228427,0.00761423,0.0228427,0.00761423,0.0228427,0.00761423
51,380.219,1.25182,0.85494,0.98845,0.61152,0.49484,0.52445,0.31709,1.25327,0.88175,1.00645,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
52,506.01,1.24867,0.84875,0.99123,0.61478,0.49024,0.52372,0.31691,1.25253,0.88414,1.00535,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468
53,631.943,1.24454,0.84922,0.98589,0.60834,0.499,0.52674,0.31857,1.24797,0.88037,1.00295,0.0220299,0.00734332,0.0220299,0.00734332,0.0220299,0.00734332,0.0220299,0.00734332
54,757.627,1.2429,0.84685,0.98546,0.609,0.49716,0.52599,0.31807,1.2511,0.88,1.00351,0.0217528,0.00725094,0.0217528,0.00725094,0.0217528,0.00725094,0.0217528,0.00725094
55,883.193,1.2406,0.84476,0.98496,0.60677,0.49878,0.52744,0.32031,1.24629,0.87622,1.00187,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761
56,1008.94,1.23994,0.84295,0.98427,0.61596,0.49626,0.52776,0.31925,1.25009,0.87626,1.00298,0.02119,0.00706335,0.02119,0.00706335,0.02119,0.00706335,0.02119,0.00706335
57,1136.23,1.23969,0.84136,0.98529,0.60667,0.49859,0.5265,0.31898,1.24706,0.87725,1.00254,0.0209046,0.0069682,0.0209046,0.0069682,0.0209046,0.0069682,0.0209046,0.0069682
58,1262.3,1.23697,0.8355,0.98122,0.61026,0.50083,0.53336,0.3238,1.24683,0.87353,1.0017,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222
59,1388.02,1.23174,0.83129,0.97893,0.61522,0.49866,0.52979,0.32128,1.24759,0.87379,1.0019,0.0203263,0.00677543,0.0203263,0.00677543,0.0203263,0.00677543,0.0203263,0.00677543
60,1513.59,1.2274,0.82581,0.98028,0.60756,0.50474,0.52956,0.32146,1.24245,0.87278,1.00048,0.0200337,0.00667789,0.0200337,0.00667789,0.0200337,0.00667789,0.0200337,0.00667789
61,1639.14,1.2336,0.82801,0.97819,0.61951,0.50019,0.53268,0.32263,1.24371,0.87275,0.99977,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963
62,1765.02,1.22384,0.82123,0.97834,0.6212,0.50041,0.53223,0.32251,1.24866,0.87161,1.00118,0.0194421,0.00648071,0.0194421,0.00648071,0.0194421,0.00648071,0.0194421,0.00648071
63,1890.52,1.22119,0.81398,0.97439,0.62592,0.4912,0.53027,0.32276,1.24515,0.87041,1.00122,0.0191435,0.00638115,0.0191435,0.00638115,0.0191435,0.00638115,0.0191435,0.00638115
64,2016.69,1.22455,0.81704,0.97631,0.61003,0.50491,0.53145,0.32277,1.2422,0.86788,0.99925,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101
65,2145.2,1.21926,0.81007,0.97494,0.6156,0.50609,0.53114,0.32136,1.24804,0.87058,1.00045,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034
66,2270.86,1.22021,0.81098,0.97387,0.62499,0.502,0.53415,0.323,1.2478,0.87067,0.99987,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916
67,2396.38,1.20878,0.80431,0.97262,0.62231,0.50197,0.53546,0.32432,1.24469,0.86667,0.99831,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754
68,2522.26,1.21758,0.80303,0.97184,0.61594,0.50519,0.53633,0.32566,1.24465,0.86467,0.99672,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551
69,2648.22,1.20493,0.79682,0.97011,0.59978,0.51204,0.53172,0.32314,1.24432,0.86776,0.9977,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311
70,2774.6,1.20847,0.80049,0.96882,0.60761,0.5073,0.53263,0.32273,1.2471,0.866,0.99688,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
71,2900.25,1.20983,0.79572,0.96999,0.61116,0.50693,0.53244,0.32134,1.24883,0.86677,0.99715,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742
72,3025.95,1.20679,0.79255,0.96755,0.6196,0.51094,0.5368,0.32512,1.24701,0.86391,0.99727,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421
73,3151.26,1.19975,0.78858,0.96782,0.61638,0.51236,0.53814,0.32522,1.24869,0.86377,0.99844,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
74,3276.83,1.19417,0.78037,0.96686,0.61513,0.51284,0.53721,0.32509,1.24575,0.86299,0.99702,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728
75,3402.31,1.19908,0.78413,0.96379,0.61131,0.51233,0.53628,0.32516,1.24625,0.86379,0.99655,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366
76,3528.19,1.19066,0.77608,0.96099,0.62486,0.50646,0.5363,0.32534,1.24775,0.8643,0.9969,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,3653.84,1.19936,0.78008,0.9631,0.62384,0.50653,0.53726,0.326,1.24606,0.8618,0.99591,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634
78,3780.36,1.18912,0.77339,0.95875,0.61419,0.50812,0.53625,0.32596,1.24383,0.86108,0.99552,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272
79,3906.38,1.19205,0.77544,0.96135,0.6198,0.50914,0.53649,0.32544,1.24686,0.86215,0.99521,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
80,4031.63,1.19151,0.77043,0.95921,0.62663,0.50066,0.53586,0.3241,1.24832,0.86255,0.99603,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579
81,4157.6,1.18421,0.76595,0.95952,0.61725,0.51168,0.53756,0.32618,1.24571,0.86362,0.99555,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258
82,4286.42,1.19049,0.76547,0.95848,0.61492,0.51414,0.53823,0.32584,1.24516,0.8623,0.9947,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
83,4411.92,1.18083,0.75634,0.95807,0.60814,0.51538,0.53748,0.32543,1.2461,0.86127,0.99502,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689
84,4537.44,1.17787,0.75753,0.95697,0.62053,0.50644,0.53668,0.32518,1.24973,0.86228,0.9963,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449
85,4663.42,1.18235,0.75797,0.95669,0.61368,0.51344,0.53804,0.32642,1.24673,0.86229,0.99474,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
86,4789.85,1.17345,0.75157,0.9545,0.6254,0.5066,0.53664,0.32598,1.24593,0.8618,0.99443,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084
87,4916.2,1.17509,0.7499,0.95308,0.62149,0.50971,0.53663,0.32597,1.24739,0.86216,0.99476,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966
88,5042.17,1.16948,0.74561,0.953,0.62452,0.5092,0.53776,0.3261,1.24986,0.86209,0.99526,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
89,5168.1,1.16631,0.73998,0.95275,0.62459,0.51064,0.53665,0.32508,1.24874,0.86118,0.99546,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885
90,5294.03,1.16977,0.74287,0.95232,0.61718,0.51299,0.53891,0.32635,1.24838,0.86083,0.99518,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929
91,5420.21,1.17221,0.74081,0.95141,0.62267,0.51131,0.53838,0.32607,1.24772,0.861,0.99522,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
92,5545.45,1.16729,0.73599,0.9506,0.62047,0.50866,0.53705,0.32557,1.25041,0.86142,0.99555,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211
93,5671.02,1.16155,0.73151,0.94776,0.62118,0.51118,0.53732,0.32578,1.24937,0.86098,0.99502,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457
94,5796.89,1.16282,0.73158,0.94914,0.6188,0.51047,0.53689,0.32517,1.24877,0.86158,0.99493,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
95,5922.86,1.15959,0.72766,0.94796,0.60975,0.51418,0.53583,0.32481,1.24935,0.86156,0.99508,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318
96,6048.69,1.16347,0.73126,0.9501,0.61505,0.51148,0.53583,0.32498,1.249,0.86181,0.99503,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665
97,6174.95,1.16468,0.73158,0.94655,0.61313,0.50736,0.5358,0.32518,1.24906,0.86208,0.9945,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
98,6301.05,1.16335,0.73113,0.94753,0.61424,0.50702,0.5359,0.32447,1.24856,0.86254,0.9938,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906
99,6427.37,1.16169,0.72898,0.94794,0.61513,0.5076,0.53599,0.32437,1.25004,0.86239,0.99399,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668
100,6554.92,1.16048,0.72536,0.94667,0.6141,0.50794,0.5358,0.32444,1.25066,0.8625,0.99376,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
101,6680.19,1.15869,0.72244,0.94561,0.61918,0.50545,0.53663,0.32452,1.2514,0.86174,0.99409,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
102,6806.96,1.1604,0.72338,0.94439,0.61189,0.51175,0.53618,0.32458,1.25231,0.86273,0.9947,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577
