epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
88,126.369,1.11604,0.66057,0.9089,0.64125,0.52548,0.55753,0.34459,1.22438,0.84118,0.9581,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
89,251.374,1.11557,0.65807,0.90978,0.63213,0.53404,0.55752,0.34496,1.22627,0.84247,0.95898,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885
90,376.999,1.11386,0.65713,0.90814,0.63994,0.52921,0.55818,0.34442,1.2252,0.84268,0.95901,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929
91,501.575,1.10963,0.65247,0.90954,0.64117,0.53234,0.55631,0.34424,1.22616,0.84383,0.95913,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
92,1492.38,1.10675,0.6503,0.90716,0.63879,0.5303,0.55656,0.34386,1.22597,0.84325,0.9586,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211
93,1617.07,1.10528,0.65075,0.90715,0.62964,0.53162,0.5564,0.34315,1.22654,0.8432,0.95926,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457
94,1741.6,1.10272,0.647,0.90609,0.63474,0.52893,0.55534,0.3427,1.22721,0.8438,0.95915,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
95,1866.42,1.10245,0.64813,0.90574,0.62884,0.53484,0.55562,0.34324,1.22758,0.8441,0.95883,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318
96,1991.92,1.10248,0.64513,0.90712,0.62947,0.53472,0.55464,0.34278,1.22784,0.84556,0.95915,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665
97,2117.25,1.1008,0.64251,0.90512,0.62902,0.53258,0.55458,0.34286,1.22807,0.84614,0.95914,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
98,2242.59,1.09621,0.63991,0.90298,0.63222,0.53234,0.55463,0.34253,1.228,0.8465,0.95907,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906
99,2367.87,1.09243,0.63522,0.90383,0.63898,0.52559,0.55388,0.34251,1.22842,0.84602,0.95974,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668
