epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
54,6398.7,1.17522,0.7311,0.92657,0.6232,0.51716,0.54364,0.3354,1.24908,0.86821,0.96738,0.0217528,0.00725094,0.0217528,0.00725094,0.0217528,0.00725094,0.0217528,0.00725094
55,6515.63,1.17198,0.72685,0.92697,0.62498,0.51837,0.54319,0.335,1.25232,0.86703,0.96855,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761
56,6631.9,1.16557,0.72085,0.92452,0.63413,0.51196,0.54164,0.33237,1.25362,0.87424,0.96891,0.02119,0.00706335,0.02119,0.00706335,0.02119,0.00706335,0.02119,0.00706335
57,6747.99,1.16202,0.71724,0.92404,0.62312,0.51877,0.54638,0.33522,1.25484,0.86811,0.96846,0.0209046,0.0069682,0.0209046,0.0069682,0.0209046,0.0069682,0.0209046,0.0069682
58,6864.48,1.1574,0.71551,0.92296,0.61809,0.52327,0.54281,0.33443,1.25366,0.86746,0.96709,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222
59,124.957,1.15192,0.70916,0.92187,0.6247,0.51721,0.54651,0.33569,1.24836,0.86916,0.96564,0.0203263,0.00677543,0.0203263,0.00677543,0.0203263,0.00677543,0.0203263,0.00677543
60,244.311,1.15603,0.71016,0.9223,0.6263,0.51395,0.54205,0.3328,1.25497,0.87235,0.96615,0.0200337,0.00667789,0.0200337,0.00667789,0.0200337,0.00667789,0.0200337,0.00667789
61,362.528,1.15622,0.70846,0.92193,0.62444,0.52057,0.54547,0.33586,1.25289,0.86878,0.96733,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963
62,480.863,1.14873,0.70456,0.92181,0.62701,0.52357,0.54678,0.33587,1.25812,0.87182,0.96774,0.0194421,0.00648071,0.0194421,0.00648071,0.0194421,0.00648071,0.0194421,0.00648071
63,599.422,1.14828,0.70122,0.92189,0.63882,0.51433,0.54675,0.33688,1.2526,0.86913,0.96566,0.0191435,0.00638115,0.0191435,0.00638115,0.0191435,0.00638115,0.0191435,0.00638115
64,717.67,1.15141,0.69875,0.9184,0.63461,0.51615,0.54675,0.33702,1.2538,0.87047,0.96652,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101
65,835.928,1.14143,0.69478,0.91943,0.63464,0.52234,0.54981,0.33947,1.246,0.8652,0.96456,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034
66,953.884,1.14551,0.6939,0.91755,0.62397,0.52047,0.54707,0.33563,1.25565,0.8715,0.96621,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916
67,1072.86,1.14604,0.69181,0.91734,0.61964,0.5273,0.544,0.33286,1.2542,0.87312,0.96591,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754
68,1192.1,1.13473,0.68535,0.91834,0.63178,0.52029,0.54614,0.33541,1.25129,0.87023,0.96436,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551
69,1310.26,1.13884,0.68647,0.91562,0.62916,0.52048,0.54642,0.33519,1.25459,0.87015,0.96613,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311
70,1429.04,1.13316,0.68339,0.91476,0.62171,0.52729,0.54539,0.33469,1.25407,0.87007,0.96687,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
71,1547.22,1.13448,0.68052,0.91505,0.63425,0.51942,0.54874,0.33862,1.25085,0.86761,0.96569,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742
72,1665.8,1.12825,0.67732,0.91314,0.632,0.52069,0.54695,0.33641,1.25334,0.86908,0.96584,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421
73,1784.27,1.13,0.67559,0.91233,0.6273,0.52187,0.54489,0.33624,1.25179,0.87077,0.96649,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
74,1901.57,1.11797,0.66894,0.91222,0.64144,0.51447,0.54623,0.33614,1.25096,0.86966,0.96526,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728
75,2019.51,1.12387,0.66939,0.91166,0.63114,0.51968,0.54597,0.33591,1.25222,0.87212,0.96503,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366
76,2137.5,1.13121,0.67212,0.9136,0.62579,0.52425,0.54681,0.33768,1.24992,0.87004,0.96476,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,2255.05,1.11843,0.66427,0.91088,0.63885,0.52162,0.54809,0.33807,1.24752,0.86782,0.96561,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634
78,2372.64,1.11658,0.66233,0.91113,0.63945,0.52357,0.5501,0.33918,1.2521,0.86716,0.96596,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272
79,2490.7,1.11872,0.66253,0.91074,0.63272,0.52125,0.54693,0.33819,1.25072,0.86921,0.96495,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
80,2609.05,1.11669,0.65854,0.91005,0.62441,0.52439,0.54859,0.33709,1.25425,0.8689,0.96658,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579
81,2727,1.10716,0.6536,0.90762,0.63602,0.51895,0.5461,0.33606,1.25037,0.87066,0.96599,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258
82,2844.94,1.10856,0.65215,0.90985,0.63145,0.52069,0.54658,0.33648,1.25151,0.86943,0.96682,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
83,2963.53,1.10934,0.65078,0.90836,0.64619,0.51364,0.54859,0.33824,1.2522,0.86834,0.96649,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689
84,3081.72,1.10743,0.64734,0.9077,0.63795,0.52339,0.54614,0.33701,1.25442,0.87224,0.96747,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449
85,3199.85,1.10715,0.64537,0.90612,0.63114,0.52608,0.5467,0.33755,1.25466,0.87037,0.96693,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
86,3317.92,1.10205,0.64259,0.90466,0.63515,0.52036,0.54588,0.33659,1.25436,0.87357,0.96718,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084
87,3435.67,1.10256,0.64267,0.90439,0.63541,0.52298,0.54681,0.33718,1.25417,0.87192,0.9679,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966
88,3553.94,1.09659,0.63768,0.9022,0.64288,0.51864,0.54546,0.33572,1.25361,0.87256,0.9677,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
89,3672.15,1.09818,0.63618,0.90413,0.63962,0.51536,0.54602,0.33483,1.25617,0.87457,0.96791,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885
90,3794.11,1.09332,0.63211,0.90248,0.63832,0.5181,0.54512,0.33557,1.25451,0.87375,0.96787,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929
91,3912.13,1.09043,0.63045,0.9024,0.63574,0.51968,0.54407,0.33478,1.258,0.87448,0.96866,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
